Date,Price,Open,High,Low,Change 
2017-11-09,110246.46,112210.27,112498.41,109919.46,-0.01
2017-11-10,108949.35,110473.12,110661.95,108712.63,-0.01
2017-11-13,108859.62,109638.06,109888.78,108011.01,0
2017-11-14,110148.45,108952.17,110686.5,108160.41,0.01
2017-11-15,107716.51,109997.66,110705.28,107710.33,-0.02
2017-11-16,106976.67,108028.81,108928.21,106815.23,-0.01
2017-11-17,106239.46,107468.48,107686.28,105624.3,-0.01
2017-11-20,103911.94,106399.34,106399.34,103600.61,-0.02
2017-11-21,105267.8,103146.15,105440.42,103016.49,0.01
2017-11-22,105963.6,105356.67,106145.09,103677.37,0.01
2017-11-23,105026.11,106381.63,106946.86,104657.32,-0.01
2017-11-24,104539.41,104720.76,105290.64,104304.87,0
2017-11-27,104759.74,104787.4,105558.22,104066.86,0
2017-11-28,102068.03,104687.19,106180.68,102068.03,-0.03
2017-11-29,102341.83,102291.49,103089.6,101490.73,0
2017-11-30,103984.39,102995.13,104260.6,102590.86,0.02
2017-12-01,103558.98,103911.39,104209.61,103095.12,0
2017-12-04,105214.87,103350.58,105274.94,103350.58,0.02
2017-12-05,106259.99,105889.01,106766,105220.59,0.01
2017-12-06,105303.94,106431.77,106725.18,105078.66,-0.01
2017-12-07,106447.54,105580.72,106786.06,105160.18,0.01
2017-12-08,107921.34,106819.09,108182.2,106625.33,0.01
2017-12-11,109156.47,108788.52,109341.7,108457.59,0.01
2017-12-12,109049.5,109084.78,109463.71,108266.7,0
2017-12-13,108153.16,109281.08,109592.58,107851.65,-0.01
2017-12-14,109666.44,108971.01,109958.49,108045.48,0.01
2017-12-15,109330.17,109578.35,110050.72,108927.25,0
2017-12-18,110247.89,109812.25,110836.58,109786.39,0.01
2017-12-19,110177.11,110489.12,111167.36,110177.11,0
2017-12-20,110454.67,110233.66,110785.69,109628.27,0
2017-12-21,111271.95,110804.99,111861.46,110784.95,0.01
2017-12-22,111099.47,111893.91,112156.74,111005.82,0
2017-12-25,111765,111705.21,112005.23,111391.49,0.01
2017-12-26,112006.65,112130.62,112261.1,111664.77,0
2017-12-27,112149.71,111862.16,112226.12,111445.86,0
2017-12-28,114480.45,112514.1,114542.37,112514.1,0.02
2017-12-29,115333.01,114708.39,115840.17,114378.25,0.01
2018-01-02,117524.2,115734.5,117724.22,115626.12,0.02
2018-01-03,116052.15,117738.99,118395.13,115780.24,-0.01
2018-01-04,115491.19,116068.6,117258.87,115152.31,0
2018-01-05,116637.94,116159.12,117184.5,115950.69,0.01
2018-01-08,116304.51,117514.33,117783.7,116228.63,0
2018-01-09,115022.81,116311.36,116647.17,114942.05,-0.01
2018-01-10,113589.45,114812.31,114856.57,112884.4,-0.01
2018-01-11,114718.8,114329.36,114718.8,113057.57,0.01
2018-01-12,114644.62,115062.79,115718.72,114561.55,0
2018-01-15,112159.21,114286.27,115452.85,112159.21,-0.02
2018-01-16,114418.36,111708.37,114475.48,111107.44,0.02
2018-01-17,116592.51,114429.64,116630.19,113705.83,0.02
2018-01-18,116856.02,117145.91,117758.87,116157.07,0
2018-01-19,115147.06,116724.07,117064.57,114926.12,-0.01
2018-01-22,117235.47,115639.18,117246.16,115288.81,0.02
2018-01-23,118400.06,117843.57,118955.83,117495.32,0.01
